Customer_ID,Age,Annual_Income,Loan_Amount,Debt_Ratio,Monthly_Income,Number_of_Open_Credit_Lines,Number_of_Late_Payments,Credit_Utilization_%,Defaults
23161,59,132315,46697,0.3,9684,11,4,50.82,0
23162,28,110299,17214,0.23,1901,13,8,61.08,1
23163,39,118053,42532,0.5,5301,5,5,65.34,0
23164,67,107091,27531,0.49,1516,9,8,27.22,0
23165,62,114859,9013,0.43,6149,5,1,92.83,0
23166,42,37938,36812,0.52,4514,5,9,84.71,0
23167,49,41983,6018,0.29,2544,7,0,84.56,0
23168,53,32874,19617,0.19,7040,6,1,57.85,1
23169,58,110341,28868,0.56,10866,10,1,83.8,0
23170,65,80896,41235,0.85,6730,11,4,66.47,0
23171,66,66209,43774,0.21,11531,7,0,50.55,0
23172,55,52822,32090,0.66,11030,10,1,77.72,0
23173,63,40750,37809,0.45,10331,2,4,63.99,0
23174,23,122335,2889,0.34,9547,14,4,10.18,0
23175,39,62083,25060,0.78,10149,9,6,99.73,1
23176,30,137828,11091,0.47,10697,6,3,48.69,0
23177,47,142766,47283,0.57,10767,9,5,61.46,0
23178,35,47946,20039,0.45,8940,1,5,46.53,0
23179,31,147945,44289,0.16,2305,2,8,19.03,0
23180,67,21552,4718,0.58,10554,7,2,85.06,0
23181,46,115585,22919,0.44,5383,12,8,71.43,0
23182,44,93331,43016,0.17,8687,2,8,84.57,0
23183,33,25271,10698,0.58,11146,6,1,53.56,0
23184,52,100201,48251,0.11,4128,2,1,81.25,0
23185,57,85651,35398,0.27,10885,14,6,81.79,0
23186,24,121917,22444,0.72,11845,10,7,40.27,0
23187,33,48994,18375,0.13,10018,5,2,10.37,0
23188,29,47186,49051,0.62,8886,6,6,87.38,1
23189,69,50267,38358,0.86,8429,7,6,26.62,0
23190,54,59140,7866,0.24,3393,13,6,88.18,0
23191,57,134434,29544,0.43,5860,1,1,65.65,0
23192,68,44935,42990,0.56,1821,2,7,67.13,0
23193,27,51748,5921,0.46,3863,2,9,32.25,0
23194,21,110139,47113,0.6,5703,1,7,46.23,1
23195,32,23837,42522,0.42,3328,3,4,38.09,0
23196,41,84875,33759,0.22,7368,12,6,27.13,0
23197,31,121837,23665,0.17,5080,6,6,75.21,0
23198,64,82694,25942,0.7,4088,12,9,18.63,0
23199,64,29610,7249,0.29,8218,11,3,56.08,0
23200,64,48615,1793,0.78,3050,9,4,58.24,0
23201,34,96644,28679,0.69,1737,3,5,95.98,1
23202,54,124135,14993,0.14,10724,12,5,88.25,0
23203,54,42347,34754,0.26,11740,3,9,54.25,0
23204,45,54062,26533,0.33,1620,2,8,85.98,0
23205,24,75122,4595,0.58,5908,13,2,81.15,0
23206,46,68431,49295,0.75,1683,2,4,12.51,0
23207,36,93086,48181,0.15,6857,7,0,92.99,0
23208,30,48205,3256,0.3,3293,4,0,71.91,0
23209,65,38459,13101,0.4,1829,6,9,70.48,0
23210,22,132134,47490,0.25,6417,8,4,74.21,1
23211,55,131335,30408,0.54,10734,14,0,30.23,0
23212,39,43750,31946,0.48,2803,14,6,12.63,0
23213,26,130173,44182,0.35,8975,5,9,30.87,1
23214,39,47729,37944,0.51,8881,13,7,81.51,0
23215,28,139895,8961,0.38,11044,3,9,63.76,0
23216,34,58585,16416,0.37,7338,2,1,42.52,0
23217,30,103698,39022,0.31,4247,6,2,31.74,0
23218,23,65635,9429,0.53,5611,11,9,81.98,0
23219,58,64854,14783,0.46,8080,12,7,51.21,1
23220,49,96226,25290,0.26,1505,8,0,65.06,1
23221,35,49104,46685,0.11,7924,13,8,11.13,1
23222,43,102293,35500,0.22,5258,11,4,48.69,0
23223,43,34770,49243,0.13,11754,13,9,11.39,0
23224,38,148186,45021,0.45,7046,10,0,80.87,0
23225,66,148750,34582,0.28,9148,14,9,32.43,0
23226,39,132633,30285,0.44,3163,4,7,25.04,0
23227,48,142245,40803,0.36,7380,2,8,93.38,0
23228,46,95993,2186,0.53,11261,3,8,11.62,0
23229,30,144011,19609,0.68,1885,3,8,27.8,0
23230,67,128338,10176,0.48,7151,9,5,31.64,1
23231,24,37957,26373,0.15,6357,10,6,84.05,0
23232,22,75178,32955,0.11,8939,4,6,73.91,0
23233,23,115155,22557,0.27,11977,6,3,97.07,0
23234,27,40828,29738,0.44,4473,13,2,72.54,1
23235,36,37171,26119,0.14,8114,9,8,31.27,0
23236,51,119849,17903,0.36,10958,12,2,25.02,0
23237,30,81465,11738,0.81,8660,14,2,77.99,0
23238,39,131663,6041,0.17,1714,10,3,91.08,0
23239,48,33146,24254,0.86,5326,8,9,92.05,1
23240,37,143249,41527,0.79,7720,13,9,79.4,1
23241,48,148611,10250,0.77,11529,12,9,81.49,1
23242,39,66266,27812,0.79,9836,9,2,69.61,0
23243,57,148523,26688,0.16,2336,6,1,76.22,0
23244,43,65939,20790,0.22,6100,14,4,20.44,0
23245,40,34202,1946,0.21,11037,13,0,39.63,0
23246,33,57142,37798,0.19,3281,2,0,51.23,0
23247,33,83828,9327,0.36,6058,5,5,69.79,1
23248,63,107367,2136,0.76,3698,10,3,47.59,0
23249,31,79046,32915,0.3,4486,3,7,43.75,0
23250,68,29849,26938,0.3,2713,3,0,60.72,1
23251,35,79272,1554,0.64,4929,10,9,45.5,0
23252,37,40439,24421,0.18,8772,12,4,16.53,0
23253,48,102526,14233,0.39,1868,1,5,97.25,0
23254,39,98872,31893,0.34,9863,11,4,93.35,0
23255,24,55344,37171,0.78,10411,4,9,13.51,0
23256,42,108489,19638,0.51,8989,13,5,57.63,0
23257,42,73276,1948,0.62,9275,7,2,74.15,0
23258,57,25051,33702,0.2,8213,3,8,64.89,0
23259,59,69474,42063,0.84,6739,7,6,41.8,0
23260,54,95604,25193,0.36,4827,6,9,82.29,0
23261,53,149336,8207,0.67,2945,14,0,65.33,0
23262,64,36967,10238,0.86,9847,12,4,31.5,1
23263,62,41773,8419,0.51,6308,1,9,65.01,0
23264,60,129305,21410,0.51,5173,14,0,34.72,0
23265,53,116550,6956,0.19,3381,5,2,63.63,1
23266,32,94383,15625,0.41,9112,11,5,78.79,0
23267,22,90417,24753,0.78,3026,6,1,37.23,0
23268,48,61182,8322,0.21,4896,11,4,35.43,0
23269,30,136810,3614,0.83,5530,9,6,75.4,1
23270,42,83589,49233,0.63,8492,10,8,55.75,0
23271,37,93235,45291,0.44,3317,6,0,22.49,0
23272,46,44180,26539,0.54,10194,11,6,59.11,1
23273,23,134349,4271,0.22,7285,8,7,69.69,0
23274,27,84372,10029,0.27,9680,2,2,54.22,0
23275,64,71372,6678,0.33,11590,1,1,66.17,0
23276,28,123427,20572,0.41,1956,14,7,42.84,0
23277,40,134515,48989,0.83,6287,1,6,89,1
23278,32,89086,30095,0.39,6614,14,0,31.6,0
23279,55,42163,16571,0.52,6724,7,1,35.32,1
23280,37,128938,44162,0.23,11300,8,3,79.63,0
23281,48,83089,20718,0.69,8527,8,2,15.21,1
23282,61,139616,16866,0.55,10657,12,1,98.86,0
23283,30,115211,3198,0.45,9948,3,4,66.61,0
23284,42,130481,10407,0.86,2657,5,5,82.67,1
23285,58,52934,10072,0.81,2451,7,5,62.55,0
23286,53,75595,18138,0.63,8952,14,6,80.77,1
23287,42,46592,6217,0.84,11463,13,5,49.08,0
23288,64,126613,32260,0.55,10312,14,5,61.91,0
23289,57,43039,42660,0.76,6021,9,7,69.57,0
23290,33,84099,11411,0.43,2348,5,4,91.17,1
23291,47,128305,34138,0.17,8390,13,4,13.13,0
23292,35,109262,35500,0.9,4613,14,6,19.8,1
23293,42,120510,49282,0.23,3283,13,9,72.16,0
23294,50,148383,6259,0.3,10473,4,6,40.99,0
23295,63,54018,30584,0.23,5465,4,2,71,0
23296,60,73158,15116,0.37,7487,6,0,30.5,0
23297,57,145989,23783,0.33,6792,9,4,66.54,0
23298,54,24558,42949,0.58,1788,14,9,53.03,0
23299,64,52174,22155,0.9,3439,13,3,21.06,0
23300,54,115941,33389,0.14,4911,1,0,93.65,1
23301,68,62631,34183,0.72,1822,1,4,81.3,0
23302,55,87687,32048,0.2,9350,1,5,80.3,0
23303,62,123381,33121,0.12,4282,4,6,72.72,1
23304,39,35552,28541,0.61,2364,4,9,11.92,0
23305,28,55065,37105,0.8,6053,11,8,55.42,1
23306,59,127532,22642,0.24,9555,8,3,77.59,0
23307,53,22614,41795,0.37,1871,14,0,29.51,0
23308,64,54647,38825,0.24,6837,5,3,65.37,0
23309,48,77940,40735,0.83,3497,14,6,93.65,1
23310,57,20620,35388,0.32,9315,10,0,77.76,0
23311,68,43082,29920,0.46,4363,4,8,59.29,0
23312,45,41891,41761,0.82,9037,8,5,37.89,0
23313,56,126566,32027,0.54,7094,7,9,67.29,0
23314,37,82395,31480,0.85,5820,14,7,74.3,1
23315,44,70955,8386,0.84,6960,6,5,67.4,0
23316,41,52314,38661,0.47,9554,2,6,77.99,0
23317,22,43500,22480,0.57,4031,5,2,35.13,0
23318,51,73685,38624,0.28,5943,13,7,55.7,0
23319,64,143947,4655,0.89,6294,12,4,59.38,0
23320,53,84783,25868,0.32,2897,2,6,18.09,0
23321,50,120229,32129,0.73,10104,6,6,25.89,0
23322,32,70189,17463,0.35,2941,9,5,37.6,0
23323,64,113554,31080,0.35,4380,9,2,14.3,0
23324,32,39567,46192,0.18,8559,6,0,31.02,0
23325,69,45978,5308,0.55,5877,4,5,56.99,0
23326,44,96089,19246,0.3,2766,10,8,58.76,0
23327,44,29630,34386,0.22,5794,12,1,32.45,0
23328,31,32003,12470,0.28,4337,9,1,95.18,0
23329,33,61444,49260,0.3,11146,5,9,52.04,0
23330,47,106184,41882,0.5,5822,8,0,67.35,0
23331,28,51607,13188,0.41,10698,12,0,12.73,0
23332,30,123202,11669,0.16,10911,9,1,45.93,0
23333,28,44821,12443,0.53,6328,5,0,58.79,0
23334,40,34601,20629,0.73,4416,6,5,38.1,0
23335,28,65904,27954,0.56,1727,4,4,25.42,0
23336,29,132882,8235,0.88,3885,12,7,28.1,0
23337,27,91657,10914,0.18,6205,1,9,51.99,0
23338,34,58557,43849,0.76,11242,1,6,16.39,0
23339,48,72523,29547,0.5,3417,5,3,31.1,0
23340,22,101846,49435,0.52,1613,3,8,74.76,0
23341,63,70502,12593,0.52,3651,7,3,29.33,0
23342,28,143409,41928,0.36,1927,13,8,20.52,0
23343,33,42098,28885,0.36,6098,4,3,17.54,0
23344,41,65902,10291,0.61,7620,4,1,98.99,0
23345,67,138502,45978,0.14,4878,4,1,17.82,1
23346,48,109067,5132,0.57,10908,6,5,49.01,0
23347,55,59253,32683,0.68,3444,9,5,56,0
23348,43,95516,1844,0.39,2456,12,6,96.81,0
23349,66,144582,32869,0.27,9836,12,6,90.2,0
23350,35,121929,32516,0.27,10300,13,2,31.39,0
23351,22,64280,35411,0.17,7183,9,9,17.62,0
23352,32,28951,35031,0.17,11797,13,6,49.41,0
23353,56,28117,36702,0.23,9388,11,8,19.08,0
23354,23,45979,23523,0.12,8192,5,8,88.4,1
23355,25,94525,40942,0.31,3782,13,6,73.34,0
23356,23,36915,33983,0.35,7591,11,3,94.94,0
23357,67,79261,5776,0.9,7239,13,7,61.25,0
23358,39,115071,19724,0.89,11645,8,1,42.8,0
23359,22,117660,15100,0.25,11518,4,7,55.06,0
23360,64,138825,43467,0.27,3842,12,2,24.47,0
23361,57,129912,34884,0.49,10191,8,4,51.68,0
23362,37,118902,41518,0.22,4233,10,2,99.88,0
23363,34,92964,47348,0.5,6737,9,5,72.15,0
23364,48,110417,14932,0.42,5939,12,5,15.61,0
23365,47,90440,44700,0.36,7372,8,7,75.31,0
23366,30,55677,22718,0.76,1546,8,0,19.06,1
23367,23,131855,47014,0.76,7547,14,4,45.16,0
23368,56,69830,20640,0.89,8006,9,4,80.76,0
23369,58,72536,43108,0.28,9000,13,8,21.53,1
23370,45,28922,20560,0.81,6209,10,9,36.35,0
23371,42,116696,7380,0.53,8647,14,3,27.57,0
23372,68,87561,48756,0.57,9363,8,5,88.31,0
23373,59,33220,29829,0.82,2687,4,9,23.31,0
23374,67,65958,49601,0.85,8528,14,6,58.22,0
23375,50,73380,30579,0.68,5765,5,2,34.78,0
23376,41,22766,31200,0.38,2093,10,5,55.65,0
23377,50,104018,20729,0.49,11362,6,2,25.06,0
23378,48,141449,29537,0.59,4370,5,5,78.18,0
23379,51,53159,43100,0.76,2011,9,0,67.88,0
23380,46,30935,25125,0.63,6951,13,8,13.91,0
23381,63,23784,6655,0.39,6822,13,5,95.28,0
23382,42,108586,3448,0.43,10835,13,5,90.37,0
23383,41,40221,15185,0.14,3576,2,3,36.8,0
23384,21,49179,18211,0.84,4510,6,4,36.27,1
23385,57,38069,23280,0.17,11901,13,3,54.93,0
23386,33,141185,34971,0.56,5245,10,5,65.72,0
23387,41,55682,40387,0.8,9521,2,6,36.19,0
23388,66,76268,7798,0.44,2058,11,0,81.58,0
23389,29,111530,18228,0.74,7743,8,2,17.06,0
23390,37,131547,36739,0.74,3259,8,1,45.81,0
23391,67,114303,35036,0.15,7700,5,4,60.02,0
23392,41,147081,49720,0.43,5205,12,7,81.97,0
23393,51,97818,30309,0.65,8126,10,4,88.46,1
23394,59,40110,5744,0.44,6764,8,8,32,0
23395,42,131269,41503,0.54,8509,5,0,31.7,0
23396,32,51232,15548,0.58,4725,4,5,43.14,0
23397,26,146509,43589,0.22,2904,9,2,48.48,0
23398,36,64273,4530,0.43,4197,8,1,86.36,0
23399,46,90487,38853,0.12,7682,4,3,10.68,0
23400,25,75210,9995,0.22,9444,2,2,71.65,0
23401,29,93191,25703,0.51,11508,2,8,29.81,0
23402,66,49461,26527,0.56,7146,2,8,89.42,1
23403,60,24610,36032,0.22,3660,14,7,38.56,0
23404,34,76973,32430,0.7,2150,11,6,58.38,0
23405,64,117153,1019,0.4,7097,12,9,39.61,0
23406,62,103004,46730,0.84,7025,14,2,48.28,0
23407,50,27583,24241,0.41,9625,13,2,57,0
23408,46,45583,8296,0.22,8819,13,6,77.28,1
23409,65,37701,17333,0.71,7551,10,3,20.87,0
23410,49,26880,42516,0.55,5997,12,7,41.7,0
23411,39,120653,19628,0.41,4835,8,0,67.57,1
23412,67,109257,20367,0.38,5354,6,0,62.99,0
23413,28,71845,12755,0.22,3112,1,6,80.27,0
23414,43,125512,36493,0.37,5567,12,8,90.02,0
23415,62,112390,22750,0.12,5976,13,1,18.47,0
23416,55,132024,14025,0.5,11817,10,4,74.25,0
23417,51,92417,5887,0.82,11722,4,1,35.56,0
23418,55,23722,14658,0.74,6226,3,8,53.32,0
23419,52,40077,6226,0.12,3776,10,8,66.5,0
23420,25,100868,36596,0.81,5386,11,0,23.55,0
23421,36,139080,46799,0.46,7149,14,6,41.19,0
23422,37,147430,4988,0.25,9150,7,0,97.85,1
23423,52,125528,22663,0.7,7087,10,6,22.27,0
23424,58,33229,19853,0.36,5253,5,7,17.5,1
23425,52,93338,19014,0.3,10811,1,0,85.31,0
23426,40,81679,15239,0.23,2176,12,2,48.76,0
23427,68,107637,37046,0.49,4554,6,9,70.73,0
23428,22,31439,19422,0.17,2763,4,4,37.52,0
23429,40,55902,22816,0.73,8503,10,9,27.86,0
23430,67,22598,28055,0.48,4844,6,6,29.12,0
23431,38,112297,7470,0.46,4138,7,4,27.6,0
23432,21,24052,24461,0.1,11998,9,2,32.23,0
23433,49,32741,46534,0.75,7447,1,7,29.91,0
23434,49,89360,5761,0.49,2581,6,5,83.23,0
23435,39,56288,22603,0.45,9114,13,0,58,1
23436,64,21249,35155,0.71,7907,11,6,36.69,0
23437,60,42970,48914,0.15,10919,8,8,41.06,0
23438,26,35565,22996,0.39,2980,4,0,96.2,0
23439,64,76995,40978,0.56,8181,10,6,26.55,0
23440,59,103994,34342,0.47,3401,9,1,89.81,0
23441,66,71656,10913,0.25,1921,4,0,76.31,1
23442,28,82134,42978,0.34,4620,4,0,65.21,0
23443,44,65765,41564,0.34,11526,12,2,66.17,0
23444,40,22014,30999,0.89,3990,14,0,48.06,0
23445,34,90480,32748,0.36,5616,9,9,49.5,0
23446,25,119252,33331,0.26,1896,13,1,81.65,0
23447,61,134794,45380,0.76,7998,4,6,82.98,1
23448,60,128987,35224,0.44,10804,9,7,61.4,0
23449,54,34012,35363,0.46,4475,1,2,79.17,0
23450,36,149059,25692,0.54,3312,8,6,82.9,0
23451,65,122996,8986,0.58,9193,2,6,39.89,1
23452,27,77498,14146,0.57,4026,8,9,66.1,0
23453,36,88776,43810,0.13,1506,5,3,49.22,0
23454,27,143675,34599,0.76,6335,13,0,18.83,0
23455,47,81711,22352,0.26,9790,13,3,68.36,0
23456,34,62530,11973,0.33,2990,14,0,62.87,0
23457,34,99267,19501,0.24,5725,1,9,19.23,0
23458,64,139991,21866,0.71,6685,1,3,16.37,1
23459,53,38018,19390,0.57,6314,13,4,32.47,0
23460,53,148236,44531,0.7,4715,6,8,85.01,1
23461,64,128434,42256,0.62,3815,1,6,15.73,0
23462,40,37916,40528,0.18,8127,13,8,51.43,0
23463,67,60376,42678,0.34,11185,2,8,26.11,0
23464,56,113140,28712,0.51,10679,11,7,32.82,0
23465,27,130713,6694,0.34,7953,14,1,79.29,1
23466,52,136128,20463,0.27,8326,3,4,86.55,0
23467,68,85046,22662,0.8,6097,11,3,62.23,0
23468,23,78742,1010,0.7,3551,11,0,87.69,0
23469,59,105566,38648,0.38,6055,2,5,87.12,0
23470,49,97125,28515,0.71,9456,9,4,29.94,0
23471,44,107519,11846,0.6,8050,10,9,68.05,0
23472,42,32437,48258,0.1,3717,12,9,80.05,0
23473,26,82146,47285,0.4,8502,6,6,60.49,0
23474,68,47618,29026,0.33,10299,9,0,82.52,0
23475,44,70767,17982,0.27,7253,5,4,66.59,0
23476,60,29705,18207,0.3,10988,4,2,35.6,1
23477,43,77146,44357,0.85,7825,12,3,71.7,0
23478,58,108216,38985,0.49,3894,14,3,62.92,0
23479,30,100912,40854,0.78,3409,2,5,66.25,0
23480,36,71750,13306,0.27,2369,4,3,18.58,0
23481,31,110956,1312,0.24,4177,8,6,21.32,0
23482,52,64379,44934,0.81,7983,2,2,83.32,0
23483,65,72682,7671,0.5,9943,12,7,48.81,0
23484,26,84713,24084,0.82,5396,8,1,29.37,0
23485,44,125894,45698,0.15,1598,2,1,18.34,0
23486,53,137015,36260,0.83,2812,1,0,33.66,0
23487,32,124869,43905,0.43,7157,4,5,36.57,0
23488,47,76919,17614,0.22,6195,7,5,98.47,0
23489,58,80384,11864,0.65,5363,2,5,85.11,1
23490,38,71128,49114,0.74,6668,11,0,17.06,0
23491,65,21835,16224,0.14,2084,3,3,77.36,1
23492,59,41283,48462,0.89,8353,12,0,60.75,0
23493,33,69506,45414,0.66,8058,6,1,30.56,0
23494,60,128101,45543,0.36,10731,2,7,77.19,0
23495,50,73625,1043,0.22,5704,9,7,12.72,0
23496,69,55963,41300,0.41,5682,6,0,75.84,1
23497,61,145007,25476,0.28,7328,6,0,90.58,0
23498,33,132172,28500,0.5,10348,12,2,89.44,0
23499,54,29179,29269,0.73,7652,8,6,79.51,1
23500,56,114440,20841,0.63,11061,1,5,94.13,1
23501,50,126649,39152,0.45,5017,10,2,73.66,0
23502,45,119210,31931,0.2,4840,3,7,71.81,0
23503,22,31955,6615,0.87,6498,2,7,12.36,0
23504,56,134072,28961,0.32,9419,14,5,25.68,0
23505,38,27198,33513,0.32,9155,1,0,80.33,0
23506,25,87156,22890,0.62,8768,11,7,99.78,1
23507,39,64588,27870,0.72,10099,12,4,74.79,0
23508,62,31766,36763,0.89,3474,11,8,62.18,1
23509,38,116626,46876,0.88,2811,6,8,26.51,0
23510,52,73570,48175,0.83,4578,14,1,95.31,0
23511,41,126827,45327,0.45,1775,4,5,68.48,0
23512,30,89874,44302,0.23,8392,6,3,54.01,0
23513,57,68679,25746,0.57,8046,8,6,87.52,0
23514,69,135117,38109,0.11,8345,7,5,95.8,0
23515,42,25301,30836,0.26,4415,12,6,43.41,0
23516,33,35144,10831,0.1,6197,3,4,56.42,0
23517,37,33784,34384,0.24,7224,3,8,20.36,0
23518,29,87959,34007,0.48,2234,6,0,96.39,0
23519,44,28272,39820,0.41,9331,1,6,20.86,0
23520,64,21573,40222,0.4,9827,3,8,93.61,0
23521,34,44419,30069,0.76,3253,8,7,27.19,0
23522,66,102339,43816,0.64,3285,13,0,91.79,0
23523,28,118770,42882,0.85,4429,3,7,50.71,0
23524,57,68555,18196,0.46,9715,1,2,63.29,0
23525,39,25176,5999,0.32,2764,13,9,13.21,1
23526,48,56161,25026,0.2,4060,13,5,45.49,0
23527,66,83440,2730,0.64,7376,10,8,54.41,0
23528,61,128061,4424,0.77,5194,13,6,10.85,0
23529,50,78862,39830,0.25,5042,14,4,69.48,0
23530,27,142121,30716,0.8,10149,12,7,85.5,1
23531,46,142082,32226,0.52,7641,9,7,12.23,0
23532,60,35164,3207,0.22,8060,2,5,54.33,0
23533,66,97758,14031,0.61,7162,7,5,13.04,0
23534,66,136723,29008,0.52,5672,8,8,88.6,1
23535,31,45379,30484,0.12,11914,3,3,24.47,0
23536,34,111189,47635,0.42,11643,13,2,15.27,1
23537,41,103552,4368,0.73,7665,14,7,87.19,1
23538,28,38368,22855,0.54,3170,7,8,50.01,0
23539,23,109041,3227,0.33,10849,10,3,18.59,0
23540,48,52771,49522,0.84,10215,4,1,68.31,0
23541,49,84950,31322,0.29,9603,2,5,73.5,0
23542,43,60245,44220,0.3,5024,4,8,61.15,0
23543,38,124302,13817,0.38,3477,8,1,39.89,0
23544,55,118906,47474,0.82,10590,2,8,48.2,1
23545,33,92792,48130,0.51,1599,6,4,95.94,1
23546,32,63327,14226,0.65,5126,10,3,58.09,0
23547,67,66454,44877,0.88,8485,3,7,45.74,0
23548,25,113787,45480,0.73,11368,14,1,73.74,0
23549,59,143380,32157,0.24,5779,3,6,16.85,0
23550,31,66741,21764,0.73,9429,6,9,36.12,0
23551,31,51977,19204,0.7,2670,14,6,30.38,0
23552,67,118200,1188,0.29,5874,3,0,71.21,1
23553,62,26714,31397,0.36,3846,14,9,64.35,0
23554,67,126680,10414,0.67,3827,2,7,78.35,1
23555,51,97237,38989,0.29,5982,13,0,48.41,1
23556,51,34891,42438,0.27,1724,2,8,25.65,0
23557,33,121555,7746,0.66,5993,3,1,26.45,0
23558,34,72299,15331,0.8,2940,2,9,90.3,1
23559,69,85167,12254,0.16,6450,13,6,16.74,0
23560,65,85124,11217,0.46,9846,6,4,63.47,0
23561,62,113052,16583,0.59,10761,4,4,30.85,0
23562,45,78639,38380,0.64,5823,1,4,29.29,0
23563,53,60912,35318,0.9,9993,3,8,18.86,0
23564,53,134742,16800,0.65,6701,10,9,98.14,1
23565,35,95452,31212,0.6,4715,13,1,15.49,0
23566,36,88446,48333,0.89,4117,11,8,23.3,1
23567,64,103790,28492,0.15,6960,14,6,42.87,0
23568,58,81516,33592,0.16,10118,3,2,51.02,0
23569,26,145223,6233,0.55,6070,4,2,95.57,0
23570,64,64250,23019,0.39,8180,6,1,31.76,0
23571,45,56116,12447,0.18,2937,1,9,74.89,0
23572,35,103521,15036,0.35,10759,2,4,69.07,0
23573,24,42151,11998,0.64,6701,10,2,56.57,0
23574,24,145673,33801,0.8,8733,3,1,33.95,0
23575,50,91366,25871,0.18,11631,5,3,24.1,0
23576,54,64297,28076,0.53,4472,11,8,25.89,0
23577,47,60888,45739,0.34,5530,12,0,41.14,0
23578,51,76195,29152,0.63,8196,7,8,22.34,1
23579,52,104010,2429,0.54,5287,1,6,99.87,1
23580,64,91016,11381,0.84,6968,12,1,50.12,0
23581,59,94979,2987,0.13,10429,13,1,58.51,0
23582,29,124674,30319,0.48,11787,2,4,65.48,0
23583,61,74334,23655,0.25,2240,13,2,27.62,0
23584,28,118474,20266,0.53,11575,4,0,53.36,0
23585,34,149986,49028,0.78,2444,10,7,15.66,1
23586,53,88345,44737,0.83,11419,1,4,97.23,0
23587,43,59761,12889,0.42,11027,11,4,52.55,0
23588,41,142617,49477,0.75,9058,1,5,12.67,0
23589,32,46930,2547,0.32,4129,11,7,63.92,0
23590,22,79117,45275,0.11,3056,9,3,19.01,0
23591,33,43095,34281,0.78,7447,6,2,81.1,0
23592,24,97482,46056,0.2,7532,2,6,95.8,0
23593,40,23991,14550,0.11,5828,10,0,92.49,0
23594,68,43519,6174,0.38,8757,7,1,48.5,0
23595,34,46657,37334,0.4,6380,10,2,74.13,1
23596,50,20826,21187,0.16,6360,14,4,24.02,0
23597,49,62625,4938,0.75,2210,6,9,16.81,0
23598,28,102049,2471,0.42,7293,11,3,83.89,0
23599,32,37801,17721,0.49,3317,6,2,72.57,0
23600,61,49846,8051,0.31,10725,8,9,91.64,0
23601,58,59566,8444,0.51,11052,10,3,92.31,0
23602,46,43157,28657,0.71,4886,13,9,41.26,1
23603,22,48363,37180,0.82,7755,3,6,38.68,0
23604,60,70559,30799,0.88,3627,10,6,49.77,0
23605,34,25136,3392,0.44,3595,2,4,69.91,0
23606,26,77937,16729,0.89,1590,14,4,10.45,0
23607,62,37421,34744,0.34,11360,9,6,58.12,0
23608,60,145008,44205,0.11,6291,5,3,11.78,1
23609,51,146158,30709,0.71,9408,13,0,50.56,0
23610,37,98027,37836,0.24,5505,6,3,17.41,0
23611,45,27546,10895,0.14,5549,11,8,60.6,0
23612,52,91439,18255,0.84,11815,7,9,38.28,0
23613,32,66623,4409,0.73,4656,13,9,53.1,0
23614,69,36406,13744,0.18,9954,2,9,96.19,0
23615,33,100485,2549,0.72,2757,11,1,40.69,0
23616,39,29825,16085,0.78,9444,6,0,74.74,0
23617,64,91823,45467,0.82,6596,12,8,71.5,1
23618,68,130497,21845,0.53,1715,1,5,88.2,1
23619,45,147079,15736,0.66,7590,9,1,40.1,0
23620,51,54173,36389,0.71,6964,12,6,15.05,0
23621,57,127974,3529,0.65,10889,6,3,97.36,1
23622,45,75619,44117,0.62,7680,11,8,42.61,1
23623,36,103114,48509,0.54,2402,7,5,27.44,0
23624,58,127071,27932,0.48,11244,12,6,92.27,0
23625,63,27923,9351,0.9,4434,5,2,27.15,1
23626,69,54374,44062,0.37,11524,2,5,57.59,0
23627,43,81713,12000,0.17,3867,4,0,78,0
23628,34,61411,43959,0.71,3374,12,4,75.79,0
23629,26,84368,40167,0.27,3592,5,9,12.65,1
23630,45,28316,36349,0.53,4936,11,4,28.22,0
23631,43,129950,23949,0.18,10595,10,1,89.96,0
23632,63,30556,28569,0.6,6728,2,5,59.79,0
23633,32,30058,47694,0.86,8498,9,2,71.85,0
23634,33,124554,20318,0.68,6557,2,3,46.21,0
23635,56,119987,19695,0.27,4359,2,2,77.07,0
23636,59,45482,16168,0.88,8971,2,0,36.02,0
23637,54,64494,38096,0.35,2641,2,0,30.88,1
23638,26,45005,40591,0.45,2603,5,4,99.74,0
23639,58,104671,21712,0.5,6152,14,9,24.19,0
23640,60,109424,20500,0.89,10084,7,5,98.32,1
23641,28,52481,4747,0.16,3312,1,4,93.39,0
23642,28,48401,24208,0.66,9566,14,3,74.32,1
23643,60,60431,35227,0.39,9425,12,5,62.38,0
23644,53,84459,5430,0.16,8389,9,8,10.41,0
23645,54,110473,19835,0.85,6228,11,3,67.18,1
23646,64,131387,41099,0.57,6575,14,8,79.52,0
23647,35,143311,29927,0.7,5283,6,9,75.96,1
23648,56,137410,44948,0.29,7367,12,6,25.49,0
23649,55,140327,9963,0.71,7167,1,3,59.01,0
23650,66,98682,22425,0.76,10217,1,9,59.52,1
23651,42,115637,18495,0.44,5558,9,3,68.76,0
23652,43,96789,45271,0.56,9982,9,2,84.79,0
23653,60,68504,13598,0.88,5203,1,6,72.84,1
23654,65,23223,10786,0.78,3210,14,3,22.72,0
23655,42,90977,11921,0.46,6911,1,9,11.71,0
23656,25,128126,43241,0.63,8276,5,3,22.29,0
23657,51,60149,31253,0.73,8644,5,6,13.63,0
